"Order","Frc","tgball"
"Start","0","32.62"
"MX300 11","0.016666667","39.61"
"MX300 11","0.066666667","41.94"
"MX300 11","0.1","44.27"
"MX300 11","0.116666667","46.6"
"MX300 11","0.15","48.93"
"MX300 11","0.183333333","51.26"
"MX300 11","0.25","53.59"
"MX300 11","0.266666667","58.25"
"MX300 11","0.283333333","60.58"
"MX300 11","0.3","62.91"
"MX300 11","0.35","65.24"
"MX300 11","0.366666667","81.55"
"MX300 11","0.383333333","95.53"
"not Germ","1","99999"
