"Seeds","x","y","z","SD","yStyle","Run","Startday","CRc","DRc1","DRc2","Sowing.lineS","Sowing.lineE","Sowing.line2S","Sowing.line2E"
200,200,360,40,1,0,31,1,12,5,3.5,12,15,13,14
