seeds,No.Germed,No.NGermed,No.hitClod,No.NRound,No.Round,No.Emerge,No.NEmerge,No.StopedCrust,No.StopedClod,No.NuTT.E,No.Dead,No.NuTT.G
200,8,192,0,0,0,7,193,0,0,0,51,132
